class id,filepaths,labels,data set
0,train/ALABAMA/076.jpg,ALABAMA,train
0,train/ALABAMA/077.jpg,ALABAMA,train
0,train/ALABAMA/078.jpg,ALABAMA,train
0,train/ALABAMA/079.jpg,ALABAMA,train
0,train/ALABAMA/080.jpg,ALABAMA,train
0,train/ALABAMA/081.jpg,ALABAMA,train
0,train/ALABAMA/082.jpg,ALABAMA,train
0,train/ALABAMA/083.jpg,ALABAMA,train
0,train/ALABAMA/084.jpg,ALABAMA,train
0,train/ALABAMA/085.jpg,ALABAMA,train
0,train/ALABAMA/086.jpg,ALABAMA,train
0,train/ALABAMA/087.jpg,ALABAMA,train
0,train/ALABAMA/088.jpg,ALABAMA,train
0,train/ALABAMA/089.jpg,ALABAMA,train
0,train/ALABAMA/090.jpg,ALABAMA,train
0,train/ALABAMA/091.jpg,ALABAMA,train
0,train/ALABAMA/092.jpg,ALABAMA,train
0,train/ALABAMA/093.jpg,ALABAMA,train
0,train/ALABAMA/094.jpg,ALABAMA,train
0,train/ALABAMA/095.jpg,ALABAMA,train
0,train/ALABAMA/096.jpg,ALABAMA,train
0,train/ALABAMA/097.jpg,ALABAMA,train
0,train/ALABAMA/098.jpg,ALABAMA,train
0,train/ALABAMA/099.jpg,ALABAMA,train
0,train/ALABAMA/100.jpg,ALABAMA,train
0,train/ALABAMA/101.jpg,ALABAMA,train
0,train/ALABAMA/102.jpg,ALABAMA,train
0,train/ALABAMA/103.jpg,ALABAMA,train
0,train/ALABAMA/104.jpg,ALABAMA,train
0,train/ALABAMA/105.jpg,ALABAMA,train
0,train/ALABAMA/106.jpg,ALABAMA,train
0,train/ALABAMA/107.jpg,ALABAMA,train
0,train/ALABAMA/108.jpg,ALABAMA,train
0,train/ALABAMA/109.jpg,ALABAMA,train
0,train/ALABAMA/110.jpg,ALABAMA,train
0,train/ALABAMA/111.jpg,ALABAMA,train
0,train/ALABAMA/112.jpg,ALABAMA,train
0,train/ALABAMA/113.jpg,ALABAMA,train
0,train/ALABAMA/114.jpg,ALABAMA,train
0,train/ALABAMA/115.jpg,ALABAMA,train
0,train/ALABAMA/116.jpg,ALABAMA,train
0,train/ALABAMA/117.jpg,ALABAMA,train
0,train/ALABAMA/118.jpg,ALABAMA,train
0,train/ALABAMA/119.jpg,ALABAMA,train
0,train/ALABAMA/120.jpg,ALABAMA,train
0,train/ALABAMA/121.jpg,ALABAMA,train
0,train/ALABAMA/122.jpg,ALABAMA,train
0,train/ALABAMA/123.jpg,ALABAMA,train
0,train/ALABAMA/124.jpg,ALABAMA,train
0,train/ALABAMA/125.jpg,ALABAMA,train
0,train/ALABAMA/126.jpg,ALABAMA,train
0,train/ALABAMA/127.jpg,ALABAMA,train
0,train/ALABAMA/128.jpg,ALABAMA,train
0,train/ALABAMA/129.jpg,ALABAMA,train
0,train/ALABAMA/130.jpg,ALABAMA,train
0,train/ALABAMA/131.jpg,ALABAMA,train
0,train/ALABAMA/132.jpg,ALABAMA,train
0,train/ALABAMA/133.jpg,ALABAMA,train
0,train/ALABAMA/134.jpg,ALABAMA,train
0,train/ALABAMA/135.jpg,ALABAMA,train
0,train/ALABAMA/136.jpg,ALABAMA,train
0,train/ALABAMA/137.jpg,ALABAMA,train
0,train/ALABAMA/138.jpg,ALABAMA,train
0,train/ALABAMA/139.jpg,ALABAMA,train
0,train/ALABAMA/140.jpg,ALABAMA,train
0,train/ALABAMA/141.jpg,ALABAMA,train
0,train/ALABAMA/142.jpg,ALABAMA,train
0,train/ALABAMA/143.jpg,ALABAMA,train
0,train/ALABAMA/144.jpg,ALABAMA,train
0,train/ALABAMA/145.jpg,ALABAMA,train
0,train/ALABAMA/146.jpg,ALABAMA,train
0,train/ALABAMA/147.jpg,ALABAMA,train
0,train/ALABAMA/148.jpg,ALABAMA,train
0,train/ALABAMA/149.jpg,ALABAMA,train
0,train/ALABAMA/150.jpg,ALABAMA,train
0,train/ALABAMA/151.jpg,ALABAMA,train
0,train/ALABAMA/152.jpg,ALABAMA,train
0,train/ALABAMA/153.jpg,ALABAMA,train
0,train/ALABAMA/154.jpg,ALABAMA,train
0,train/ALABAMA/155.jpg,ALABAMA,train
0,train/ALABAMA/156.jpg,ALABAMA,train
0,train/ALABAMA/157.jpg,ALABAMA,train
1,train/ALASKA/001.jpg,ALASKA,train
1,train/ALASKA/002.jpg,ALASKA,train
1,train/ALASKA/003.jpg,ALASKA,train
1,train/ALASKA/004.jpg,ALASKA,train
1,train/ALASKA/005.jpg,ALASKA,train
1,train/ALASKA/006.jpg,ALASKA,train
1,train/ALASKA/007.jpg,ALASKA,train
1,train/ALASKA/008.jpg,ALASKA,train
1,train/ALASKA/009.jpg,ALASKA,train
1,train/ALASKA/010.jpg,ALASKA,train
1,train/ALASKA/011.jpg,ALASKA,train
1,train/ALASKA/012.jpg,ALASKA,train
1,train/ALASKA/013.jpg,ALASKA,train
1,train/ALASKA/014.jpg,ALASKA,train
1,train/ALASKA/015.jpg,ALASKA,train
1,train/ALASKA/016.jpg,ALASKA,train
1,train/ALASKA/017.jpg,ALASKA,train
1,train/ALASKA/018.jpg,ALASKA,train
1,train/ALASKA/019.jpg,ALASKA,train
1,train/ALASKA/020.jpg,ALASKA,train
1,train/ALASKA/021.jpg,ALASKA,train
1,train/ALASKA/022.jpg,ALASKA,train
1,train/ALASKA/023.jpg,ALASKA,train
1,train/ALASKA/024.jpg,ALASKA,train
1,train/ALASKA/025.jpg,ALASKA,train
1,train/ALASKA/026.jpg,ALASKA,train
1,train/ALASKA/027.jpg,ALASKA,train
1,train/ALASKA/028.jpg,ALASKA,train
1,train/ALASKA/029.jpg,ALASKA,train
1,train/ALASKA/030.jpg,ALASKA,train
1,train/ALASKA/031.jpg,ALASKA,train
1,train/ALASKA/032.jpg,ALASKA,train
1,train/ALASKA/033.jpg,ALASKA,train
1,train/ALASKA/034.jpg,ALASKA,train
1,train/ALASKA/035.jpg,ALASKA,train
1,train/ALASKA/036.jpg,ALASKA,train
1,train/ALASKA/037.jpg,ALASKA,train
1,train/ALASKA/038.jpg,ALASKA,train
1,train/ALASKA/039.jpg,ALASKA,train
1,train/ALASKA/040.jpg,ALASKA,train
1,train/ALASKA/041.jpg,ALASKA,train
1,train/ALASKA/042.jpg,ALASKA,train
1,train/ALASKA/043.jpg,ALASKA,train
1,train/ALASKA/044.jpg,ALASKA,train
1,train/ALASKA/045.jpg,ALASKA,train
1,train/ALASKA/046.jpg,ALASKA,train
1,train/ALASKA/047.jpg,ALASKA,train
1,train/ALASKA/048.jpg,ALASKA,train
1,train/ALASKA/049.jpg,ALASKA,train
1,train/ALASKA/050.jpg,ALASKA,train
1,train/ALASKA/051.jpg,ALASKA,train
1,train/ALASKA/052.jpg,ALASKA,train
1,train/ALASKA/053.jpg,ALASKA,train
1,train/ALASKA/054.jpg,ALASKA,train
1,train/ALASKA/055.jpg,ALASKA,train
1,train/ALASKA/056.jpg,ALASKA,train
1,train/ALASKA/057.jpg,ALASKA,train
1,train/ALASKA/058.jpg,ALASKA,train
1,train/ALASKA/059.jpg,ALASKA,train
1,train/ALASKA/060.jpg,ALASKA,train
1,train/ALASKA/061.jpg,ALASKA,train
1,train/ALASKA/062.jpg,ALASKA,train
1,train/ALASKA/063.jpg,ALASKA,train
1,train/ALASKA/064.jpg,ALASKA,train
1,train/ALASKA/065.jpg,ALASKA,train
1,train/ALASKA/066.jpg,ALASKA,train
1,train/ALASKA/067.jpg,ALASKA,train
1,train/ALASKA/068.jpg,ALASKA,train
1,train/ALASKA/069.jpg,ALASKA,train
1,train/ALASKA/070.jpg,ALASKA,train
1,train/ALASKA/071.jpg,ALASKA,train
1,train/ALASKA/072.jpg,ALASKA,train
1,train/ALASKA/073.jpg,ALASKA,train
1,train/ALASKA/074.jpg,ALASKA,train
1,train/ALASKA/075.jpg,ALASKA,train
1,train/ALASKA/076.jpg,ALASKA,train
1,train/ALASKA/077.jpg,ALASKA,train
1,train/ALASKA/078.jpg,ALASKA,train
1,train/ALASKA/079.jpg,ALASKA,train
1,train/ALASKA/080.jpg,ALASKA,train
1,train/ALASKA/081.jpg,ALASKA,train
1,train/ALASKA/082.jpg,ALASKA,train
1,train/ALASKA/083.jpg,ALASKA,train
1,train/ALASKA/084.jpg,ALASKA,train
1,train/ALASKA/085.jpg,ALASKA,train
1,train/ALASKA/086.jpg,ALASKA,train
1,train/ALASKA/087.jpg,ALASKA,train
1,train/ALASKA/088.jpg,ALASKA,train
1,train/ALASKA/089.jpg,ALASKA,train
1,train/ALASKA/090.jpg,ALASKA,train
1,train/ALASKA/091.jpg,ALASKA,train
1,train/ALASKA/092.jpg,ALASKA,train
1,train/ALASKA/093.jpg,ALASKA,train
1,train/ALASKA/094.jpg,ALASKA,train
1,train/ALASKA/095.jpg,ALASKA,train
1,train/ALASKA/096.jpg,ALASKA,train
1,train/ALASKA/097.jpg,ALASKA,train
1,train/ALASKA/098.jpg,ALASKA,train
1,train/ALASKA/099.jpg,ALASKA,train
1,train/ALASKA/100.jpg,ALASKA,train
1,train/ALASKA/101.jpg,ALASKA,train
1,train/ALASKA/102.jpg,ALASKA,train
1,train/ALASKA/103.jpg,ALASKA,train
1,train/ALASKA/104.jpg,ALASKA,train
1,train/ALASKA/105.jpg,ALASKA,train
1,train/ALASKA/106.jpg,ALASKA,train
1,train/ALASKA/107.jpg,ALASKA,train
1,train/ALASKA/108.jpg,ALASKA,train
1,train/ALASKA/109.jpg,ALASKA,train
1,train/ALASKA/110.jpg,ALASKA,train
1,train/ALASKA/111.jpg,ALASKA,train
1,train/ALASKA/112.jpg,ALASKA,train
1,train/ALASKA/113.jpg,ALASKA,train
1,train/ALASKA/114.jpg,ALASKA,train
1,train/ALASKA/115.jpg,ALASKA,train
1,train/ALASKA/116.jpg,ALASKA,train
1,train/ALASKA/117.jpg,ALASKA,train
1,train/ALASKA/118.jpg,ALASKA,train
1,train/ALASKA/119.jpg,ALASKA,train
1,train/ALASKA/120.jpg,ALASKA,train
1,train/ALASKA/121.jpg,ALASKA,train
1,train/ALASKA/122.jpg,ALASKA,train
1,train/ALASKA/123.jpg,ALASKA,train
1,train/ALASKA/124.jpg,ALASKA,train
1,train/ALASKA/125.jpg,ALASKA,train
1,train/ALASKA/126.jpg,ALASKA,train
1,train/ALASKA/127.jpg,ALASKA,train
1,train/ALASKA/128.jpg,ALASKA,train
1,train/ALASKA/129.jpg,ALASKA,train
1,train/ALASKA/130.jpg,ALASKA,train
1,train/ALASKA/131.jpg,ALASKA,train
1,train/ALASKA/132.jpg,ALASKA,train
1,train/ALASKA/133.jpg,ALASKA,train
1,train/ALASKA/134.jpg,ALASKA,train
1,train/ALASKA/135.jpg,ALASKA,train
1,train/ALASKA/136.jpg,ALASKA,train
1,train/ALASKA/137.jpg,ALASKA,train
1,train/ALASKA/138.jpg,ALASKA,train
1,train/ALASKA/139.jpg,ALASKA,train
1,train/ALASKA/140.jpg,ALASKA,train
1,train/ALASKA/141.jpg,ALASKA,train
1,train/ALASKA/142.jpg,ALASKA,train
1,train/ALASKA/143.jpg,ALASKA,train
1,train/ALASKA/144.jpg,ALASKA,train
1,train/ALASKA/145.jpg,ALASKA,train
1,train/ALASKA/146.jpg,ALASKA,train
1,train/ALASKA/147.jpg,ALASKA,train
1,train/ALASKA/148.jpg,ALASKA,train
1,train/ALASKA/149.jpg,ALASKA,train
2,train/AMERICAN SAMOA/001.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/002.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/003.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/004.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/005.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/006.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/007.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/008.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/009.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/010.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/011.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/012.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/013.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/014.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/015.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/016.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/017.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/018.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/019.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/020.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/021.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/022.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/023.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/024.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/025.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/026.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/027.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/028.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/029.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/030.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/031.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/032.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/033.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/034.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/035.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/036.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/037.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/038.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/039.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/040.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/041.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/042.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/043.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/044.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/045.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/046.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/047.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/048.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/049.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/050.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/051.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/052.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/053.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/054.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/055.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/056.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/057.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/058.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/059.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/060.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/061.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/062.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/063.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/064.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/065.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/066.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/067.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/068.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/069.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/070.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/071.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/072.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/073.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/074.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/075.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/076.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/077.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/078.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/079.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/080.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/081.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/082.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/083.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/084.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/085.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/086.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/087.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/088.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/089.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/090.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/091.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/092.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/093.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/094.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/095.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/096.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/097.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/098.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/099.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/100.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/101.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/102.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/103.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/104.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/105.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/106.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/107.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/108.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/109.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/110.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/111.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/112.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/113.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/114.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/115.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/116.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/117.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/118.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/119.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/120.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/121.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/122.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/123.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/124.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/125.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/126.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/127.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/128.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/129.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/130.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/131.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/132.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/133.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/134.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/135.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/136.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/137.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/138.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/139.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/140.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/141.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/142.jpg,AMERICAN SAMOA,train
2,train/AMERICAN SAMOA/143.jpg,AMERICAN SAMOA,train
3,train/ARIZONA/001.jpg,ARIZONA,train
3,train/ARIZONA/002.jpg,ARIZONA,train
3,train/ARIZONA/003.jpg,ARIZONA,train
3,train/ARIZONA/004.jpg,ARIZONA,train
3,train/ARIZONA/005.jpg,ARIZONA,train
3,train/ARIZONA/006.jpg,ARIZONA,train
3,train/ARIZONA/007.jpg,ARIZONA,train
3,train/ARIZONA/008.jpg,ARIZONA,train
3,train/ARIZONA/009.jpg,ARIZONA,train
3,train/ARIZONA/010.jpg,ARIZONA,train
3,train/ARIZONA/011.jpg,ARIZONA,train
3,train/ARIZONA/012.jpg,ARIZONA,train
3,train/ARIZONA/013.jpg,ARIZONA,train
3,train/ARIZONA/014.jpg,ARIZONA,train
3,train/ARIZONA/015.jpg,ARIZONA,train
3,train/ARIZONA/016.jpg,ARIZONA,train
3,train/ARIZONA/017.jpg,ARIZONA,train
3,train/ARIZONA/018.jpg,ARIZONA,train
3,train/ARIZONA/019.jpg,ARIZONA,train
3,train/ARIZONA/020.jpg,ARIZONA,train
3,train/ARIZONA/021.jpg,ARIZONA,train
3,train/ARIZONA/022.jpg,ARIZONA,train
3,train/ARIZONA/023.jpg,ARIZONA,train
3,train/ARIZONA/024.jpg,ARIZONA,train
3,train/ARIZONA/025.jpg,ARIZONA,train
3,train/ARIZONA/026.jpg,ARIZONA,train
3,train/ARIZONA/027.jpg,ARIZONA,train
3,train/ARIZONA/028.jpg,ARIZONA,train
3,train/ARIZONA/029.jpg,ARIZONA,train
3,train/ARIZONA/030.jpg,ARIZONA,train
3,train/ARIZONA/031.jpg,ARIZONA,train
3,train/ARIZONA/032.jpg,ARIZONA,train
3,train/ARIZONA/033.jpg,ARIZONA,train
3,train/ARIZONA/034.jpg,ARIZONA,train
3,train/ARIZONA/035.jpg,ARIZONA,train
3,train/ARIZONA/036.jpg,ARIZONA,train
3,train/ARIZONA/037.jpg,ARIZONA,train
3,train/ARIZONA/038.jpg,ARIZONA,train
3,train/ARIZONA/039.jpg,ARIZONA,train
3,train/ARIZONA/040.jpg,ARIZONA,train
3,train/ARIZONA/041.jpg,ARIZONA,train
3,train/ARIZONA/042.jpg,ARIZONA,train
3,train/ARIZONA/043.jpg,ARIZONA,train
3,train/ARIZONA/044.jpg,ARIZONA,train
